"iso","em","units","X1750","X1751","X1752","X1753","X1754","X1755","X1756","X1757","X1758","X1759","X1760","X1761","X1762","X1763","X1764","X1765","X1766","X1767","X1768","X1769","X1770","X1771","X1772","X1773","X1774","X1775","X1776","X1777","X1778","X1779","X1780","X1781","X1782","X1783","X1784","X1785","X1786","X1787","X1788","X1789","X1790","X1791","X1792","X1793","X1794","X1795","X1796","X1797","X1798","X1799","X1800","X1801","X1802","X1803","X1804","X1805","X1806","X1807","X1808","X1809","X1810","X1811","X1812","X1813","X1814","X1815","X1816","X1817","X1818","X1819","X1820","X1821","X1822","X1823","X1824","X1825","X1826","X1827","X1828","X1829","X1830","X1831","X1832","X1833","X1834","X1835","X1836","X1837","X1838","X1839","X1840","X1841","X1842","X1843","X1844","X1845","X1846","X1847","X1848","X1849","X1850","X1851","X1852","X1853","X1854","X1855","X1856","X1857","X1858","X1859","X1860","X1861","X1862","X1863","X1864","X1865","X1866","X1867","X1868","X1869","X1870","X1871","X1872","X1873","X1874","X1875","X1876","X1877","X1878","X1879","X1880","X1881","X1882","X1883","X1884","X1885","X1886","X1887","X1888","X1889","X1890","X1891","X1892","X1893","X1894","X1895","X1896","X1897","X1898","X1899","X1900","X1901","X1902","X1903","X1904","X1905","X1906","X1907","X1908","X1909","X1910","X1911","X1912","X1913","X1914","X1915","X1916","X1917","X1918","X1919","X1920","X1921","X1922","X1923","X1924","X1925","X1926","X1927","X1928","X1929","X1930","X1931","X1932","X1933","X1934","X1935","X1936","X1937","X1938","X1939","X1940","X1941","X1942","X1943","X1944","X1945","X1946","X1947","X1948","X1949","X1950","X1951","X1952","X1953","X1954","X1955","X1956","X1957","X1958","X1959","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014"
"lva","CO2","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.122529651902789","0.145901466060501","0.0965319896220761","0.119769927246328","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.702170712705799","0","0","0","0","2.05533284561822","0","0","2.83005459336061","2.98267298024371","4.12334426321235","5.17561266485018","4.64572689886598","4.96547031317631","5.63459182102619","5.44610307905122","16.0386260314775","18.4722028855471","16.1792280583936","21.2161643453081","22.7872183948676","29.627164908406","30.1618783115484","29.7113654204944","36.7437353032483","43.8401821029939","56.6953522343102","61.9630904259392","78.4763227320774","84.0695181789973","96.6810960419793","109.615113710862","115.363796401938","128.540526879042","148.345232895471","171.195176151621","174.810711418738","199.951751086036","210.540438749951","216.43716068875","252.174723465139","290.950661309968","301.766467278915","351.702947173819","334.551404669487","418.867250760954","416.303694190292","472.651704990783","527.101556560231","579.165046557416","660.687456121188","700.120835646246","655.45647297572","602.256460407987","635.7386021091","505.187043168628","565.978106269234","606.399626189937","599.054602800834","626.444243947149","620.853959090849","620.828968175089","675.058847187401","704.461768774068","680.032919542971","681.281877725768","732.538589264757","667.430562820085","275.721454609677","284.223847651498","255.666203180323","260.399709762118","317.274059508516","352.176758976039","388.709855267365","397.184448732083","520.623900677235","635.201971072724","668.809761586569","760.418636964416","1196.45366326605","1415.30386397765","1431.61275223958","1496.53245236341","1728.41918583686","1866.15887245989","2061.50956341862","2092.56003377986","2177.80931345647","2165.26186422486","2407.18934923541","2250.74596839932","1788.84488148203","1946.18850044045","2156.02985425818","1723.92978167363","1956.57257661285","2368.88967418563","2566.18967169918","2948.33977301869","3296.78230158804","3527.51834190291","3790.63100125405","4018.20146469188","4361.23085621826","4943.60481433918","5495.27518217373","6058.28840597983","6574.94659988724","7011.54457925554","7458.74110082714","7885.33582889382","8556.20567447444","9286.43937659744","9947.33734314188","10619.6329636178","11361.1600020807","12225.2941035476","12908.4632661131","13731.80778767","14743.2679250734","15547.4176546384","16357.8175988037","17442.680996434","18526.0241804692","20277.2757286915","21003.3147562886","21617.5566072417","22295.4066646904","22899.3080678142","23818.817636742","24193.1717092153","24439.5118438015","24785.9886184053","24871.9251927923","24943.5724986689","22357.4406746766","19372.3190094277","18564.4160829235","17974.6022324473","18152.6154681405","16822.1408512402","13286.7182321753","11181.7637849964","9809.25240203315","8789.49860530958","8893.47657109918","8472.70670937399","7933.16895722995","7317.68086470691","6760.80077640515","7310.31389194677","7337.20136505594","7550.47134470503","7577.53113601316","7672.69648458545","8162.3412934398","8506.98666631061","8053.91203877335","7356.80672808323","8420.72983028535","7691.98324986382","7386.39449683011","7355.55258756676","7090.22286125085"
"mac","CO2","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.39127335286028e-05","2.80940651398844e-05","4.25439948338442e-05","5.72625226104829e-05","7.22496484698001e-05","8.75053724117954e-05","0.00010302969443647","0.000118822614543822","0.000134884132733853","0.000151214249006563","0.000167812963361952","0.000184680275800019","0.000201816186320763","0.000219220694924188","0.000236893801610291","0.000254835506379071","0.00027304580923053","0.000291524710164672","0.000310272209181486","0.000329288306280983","0.000348573001463154","0.000368126294728009","0.000387948186075539","0.000408038675505748","0.000428397763018637","0.000449025448614203","0.000469921732292448","0.000491086614053371","0.000512520093896972","0.000534222171823252","0.00056310656374014","0.000592705599927311","0.000623019280384773","0.000654047605112521","0.000685790574110551","0.000718248187378873","0.000751420444917482","0.000785307346726378","0.000819908892805555","0.000855225083155018","0.000889341462041196","0.000924079097113096","0.000959437988370718","0.000995418135814062","0.00103201953944313","0.00106924219925792","0.00110708611525843","0.00114555128744466","0.00118463771581661","0.00122434540037429","0.0012454509361031","0.00125556888132707","0.00125689341415096","16.0405940868927","18.8434867037736","24.6892321480208","26.2053523028037","23.395779054754","36.3652598889248","49.3280565655924","68.1295769142644","105.485238587002","111.305565031017","139.996824504983","147.08403445703","169.047358865408","186.600860554913","191.002956487672","193.698643412957","235.367984302108","255.375844412737","264.989179491468","257.157253903135","372.242350800232","340.722147882677","294.796027456663","345.413048892772","468.463329520808","485.924941715856","641.245231563784","639.711424887253","604.0894006562","886.295633983784","735.511851437179","682.585771064982","810.44014539727","886.179182602247","880.769157845447","928.100310046014","934.316975319983","970.56035023064","1003.64292474467","1079.9191035093","1300.63553721989","1141.07525152681","1224.127191369","1307.79349119996","1374.03490549578","1419.90137864727","1488.40583849505","1554.98559116441","1407.17871198366","1410.06760818984","1511.11725948241","1500.12711049162","1358.85715513699","1051.21027955321","1013.53087349271","1097.74319140652","991.479345438496","1036.6622689189","1442.60265102906","1540.35456141362","1656.37948232701"
"mar","CO2","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.6737970684433","33.3830217019987","40.3333249462595","87.1488071139297","146.928603724421","169.020452413015","181.045784280664","219.600827679245","198.281771923612","339.637005094138","424.692777684208","286.201271802665","354.566378794706","348.770701598978","292.680972983279","326.470279426857","382.716379318013","471.836102045197","624.060531167726","756.740956048542","859.277041040692","991.609406457917","2623.86781991079","3003.04337387076","3673.88023553979","4262.91146301917","3685.80065188939","3661.26761828076","3640.00380981325","3143.26927178169","3366.58428508167","3475.55017144024","3763.4125515292","3918.8877214206","3162.91807171512","4114.14564308856","4572.44073332728","4457.30340780303","5681.92596127778","5629.7470928775","5876.94073163341","6077.25495032988","7630.05836616082","7929.51414909103","8635.28836154641","9969.94468509321","11119.075451939","11590.4455548531","12857.9380782665","14441.2628277701","15447.872090808","16851.1187622972","17581.2310722226","17678.9589623809","18627.7868294205","19445.7212921141","19818.1343638418","20499.5130301114","20884.6093774712","21201.8306410083","22300.186995734","24134.5913083181","24282.3605736982","26038.3250890658","28055.3138392062","28631.6465925286","31015.4859250886","31182.6755793954","31104.2267316797","32948.4916291408","33301.0796449712","35363.9765376065","35252.9733413464","38389.4344363674","39845.0102486568","39886.9901322874","44887.4738390587","48226.0634002444","48800.2099435832","50824.3482435308","53887.5412304263","53095.3247311687","56074.7454886387","59818.5362138938","63253.549084011","61084.0785387738","50955.2353648435"
"mda","CO2","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.370414890341292","0.438967271255788","0.289057377234225","0.356956899861374","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.93511834722255","0","0","0","0","5.53250789265893","0","0","7.51403604206261","7.8836047645538","10.200351909175","13.0205551572401","11.6669823581071","12.1325478416471","13.5381320495146","12.8744408020362","41.1896428301981","47.0513450233869","38.6740745620053","52.7223376817271","57.2034019474024","77.0178569407959","78.3915579941218","72.080496567036","86.3146258338056","97.4578185235913","118.586438904904","117.555884368825","153.570189049096","154.143181346594","180.163916373915","183.512112915264","191.174310582461","216.77743157358","207.94999240118","218.715236882717","222.263139263244","224.362608484478","230.180472445422","252.044562845815","278.359015489145","295.035697264146","311.730914602224","361.761461633386","377.036940091439","408.819577771931","416.659642926851","480.84442164672","534.653827844526","631.301490673151","704.676899954909","692.960209440947","664.204928921576","656.030153616869","732.630045749039","675.133947840692","760.288256448504","850.542613476746","845.89293850343","879.727010327861","843.402537051324","902.154504262983","1054.95224079542","1181.16743076916","1056.50418801526","951.131705011273","1026.01824115913","963.273967704204","384.438062909089","304.163368583123","284.085817415982","318.988538857053","390.347590663467","431.318232993903","533.654839372632","518.307701483417","789.011583376319","991.956847143691","1126.31813651988","1187.8338004955","1507.2880629695","1790.68713303387","2095.51265372554","2378.64553286692","2890.53689314364","3288.32110933814","3772.77694733371","3816.66670876733","3998.64411020997","4024.95715195466","4906.93482982632","4290.49702310168","2806.78820279257","3907.36787440703","3434.05862068398","4113.07884807271","4665.67112045654","5680.88956541469","6082.20368002633","6983.83544693594","7863.42816137322","8546.75494040329","9050.94333166542","9577.36486384529","10513.6903557399","11969.7994358678","13099.1738698051","14299.5404332956","15141.2818086414","15828.763199725","16293.4274531516","16510.1592057243","16955.8737442611","17970.3097938659","18886.5910489119","19868.5966386255","20858.4310565599","21515.875077792","21801.1515953673","22508.7518697142","24044.6355749304","25040.9605155687","25928.9074702145","26889.8768160892","27859.7718855529","29311.1392309165","29966.9378362768","30466.7797325596","30974.5177332747","30961.7104858242","30906.4958005605","30729.6956536399","31380.3434560229","31319.286490227","30933.8233088071","30984.5071353752","30888.7379061887","31646.4744784575","32390.2947151592","31120.3637957186","27350.7200174708","23212.6185446573","15902.5338424092","14177.7204677635","12830.1925414606","10903.6842667153","10335.699525742","9495.92393797526","9512.65499318473","7727.1101583749","7072.61814837243","7319.13615105369","7519.92633904286","8226.5247930345","7954.96078685918","8091.07025787873","8034.96668624652","7865.76427850021","7953.80563587593","7787.7374626681","8446.45877791306","8438.54991443412","8429.42183994754","7380.76327121409","7867.59609523155"
"mdg","CO2","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.67643278018117","7.35286556036235","3.67643278018116","0","0","0","0","0","0","0","0","0","0.0248655603623455","0","3.67643278018117","3.67643278018116","3.67643278018117","159.01893189528","194.978229486805","220.652705317293","258.004099080296","275.44421481383","309.405390382452","347.801817725255","345.016696007893","392.367295687302","389.805976335979","404.117168512495","397.288685506098","440.332065716036","486.896578247541","518.959291979045","603.647002141714","631.055425312983","941.674007850284","1015.42198574961","949.517550458081","1095.8723448903","1092.52557344163","1319.71118766617","1233.12015497831","1361.91243715569","1894.49878067645","1136.56166392358","945.686915158105","1096.2190340604","1212.36606028684","1694.19282158814","1015.63204509894","986.745733258062","615.170912252183","918.955915304302","1097.58060865367","1153.37588794269","1334.51771199497","1339.18316695368","1017.37567452146","1110.63468845282","1239.33918107226","1217.47174824591","1259.88571174854","1568.91759185817","1567.25006566431","1683.49712533243","1984.7292642607","2022.40043778303","2132.40953485319","1906.94580710931","1850.40079789455","1306.94585965832","1715.0737162301","1888.75532685734","1850.15356920638","1712.24431391759","1864.84347740248","1968.08978682222","1841.48486971815","1919.74477857174","2157.52696061314","2121.87385450383","2171.18193625537","2268.76789473884"
"mdv","CO2","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.52646398671625","4.50193842490989","4.61821643427968","5.52691199668661","8.84850232937401","13.1122178127409","16.5418990171635","25.1622613251006","34.3660520297739","54.4465836496131","56.9884727595418","60.0941234893671","67.5746972258869","72.3232890190955","62.2696035581173","75.6284735749842","74.8623712759679","88.4614622839317","113.732144790349","140.590427617673","154.730238796143","234.815876475286","198.279092717077","224.88647956833","254.902596861479","278.497916799946","322.725999835177","296.249951727492","434.943647493693","457.721081768422","534.720214198657","639.901663682558","552.926761023966","684.659098129964","576.848707320608","743.797572066905","629.211782148419","745.987214347893","781.578283227987","839.471847955316","965.70013545098","1431.61439932109","1528.95748754643","1631.22281506715"
"mex","CO2","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.271523725310821","0.548856566005648","0.831998522084477","1.12094959354731","1.41570978039415","1.71627908262501","2.02265750023986","2.33484503323872","2.65284168162158","2.97664744538845","3.30296114851835","3.63448375321025","3.97121525946417","4.31315566728009","4.66030497665803","5.01266318759797","5.37023030009993","5.7330063141639","6.10099122978987","6.47418504697785","6.85744761275417","7.24638192266643","7.64098797671463","8.04126577489878","8.44721531721888","8.85883660367491","9.27612963426689","9.69909440899483","10.1277309278588","10.5620391908585","11.1104893678762","11.671609364506","12.2453991807481","12.8318588166023","13.4309882720687","14.0427875471475","14.6672566418382","15.3043955561412","15.9542042900566","16.6166828435839","968.450474564235","1076.30559292797","989.92118447102","1004.0242847356","924.362983932514","1079.15602618833","1280.84984343072","1368.68423445485","1402.94427471252","1852.51388438454","2417.25586582709","2620.29831511519","2851.46264987161","3125.4625569043","3068.50730815455","3350.19415092145","3779.21792148433","5587.56125398959","5764.092449184","6304.76864886837","10952.3458100648","11454.5643125539","11958.3390476382","12463.6700033983","12970.5571679051","13567.9799124946","14164.409451144","14759.845771894","15354.2888627757","15947.7387118099","16529.8021272657","17111.2377453505","17692.0455540552","18272.2255413606","18843.8937231482","19387.6270386828","19930.7772088278","20473.3203063664","21015.232406371","21556.4895862058","22100.9369980541","22644.5557977938","23187.3220696788","23729.2119002642","24270.2013784086","24814.1335201936","25356.9622097939","25898.6635429943","26439.2136178925","27005.4486158497","26195.3137910618","22356.4875360959","22445.8396126107","23378.1323075634","26082.4950991776","29453.6502918447","33683.6689051941","34938.4866787425","33294.5220712571","32131.4068802586","36032.1015947971","38688.5987772557","38372.9965061155","37739.9020266347","40468.9532898586","43567.6041711858","49893.3333240573","54181.6370491769","57604.714715834","63356.8902566153","67515.7204543266","69626.4333806239","70827.6786828624","77890.252847613","80988.7901796046","86498.077624645","97682.0262467957","101564.056505483","109685.139597883","118306.871862866","120364.708769656","133482.037241335","143893.583583035","159168.424550323","166430.930514592","181355.205503125","187424.374868597","210044.648471724","222040.332679711","246152.327314917","264866.754324335","283857.419712884","273380.998257586","279613.950510025","291657.298103004","287997.279656651","305930.73207689","301869.703416059","316877.014580431","321793.55501762","335531.566765039","338192.968726185","329617.158258053","355843.442830226","336333.453669664","357413.082210205","373702.569608515","396626.379218681","391869.186041228","408252.556501861","405511.637019785","410686.298826918","409113.003010431","419659.910907795","438936.601150192","446473.348173118","462182.446820123","455839.410667475","448850.002525162","458827.016344217","473932.700600101","477910.828802511","497416.006274024","487528.159594969"
"mhl","CO2","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0525122798220849","0.107478571863578","0.165180346638324","0.225860113644325","0.289642715555703","0.35692234138414","0.426710232541412","0.4976892864311","0.56431473450318","43.3861751403287","45.9921700918535","51.1734883981724","57.0591018273759","67.3531669838925","61.250217403783","57.7999855841906","58.3713804518818","62.0246311934603","62.0990119274298","71.0814953058284","75.3670525237386","78.7815723488795","78.3868820135839","77.9967459389514","69.8801174141893","77.329302122815","68.3872423204187","73.7114332242319","75.6591904268525","80.6566002569357","90.2591400402895","133.573947610542","142.602979513486","152.089864531612"
"mkd","CO2","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.3640791358134","0","0","0","0","13.0922374074402","15.2742769753469","16.9108066512768","30.0030440587172","57.2785386575507","57.2785386575507","63.8246573612708","49.6414001698772","75.2803650927809","87.8270926082444","118.921156450915","129.915654775587","121.804993278992","132.265110019873","141.09562133327","153.218124653886","183.421296166804","186.812916054037","201.168995367555","206.763485358894","204.679353501843","221.800343218709","227.400129821142","624.819366334756","0","0","0","0","0","449.017256505569","596.35021690378","635.159713158727","908.500786783315","992.617141824011","1017.8389488872","1113.74752821514","1082.34389282734","1221.53502208026","1371.40284925664","1515.70989298832","1413.66830023455","1303.51244724749","1181.29698867184","1093.33353516982","1142.12365010162","1197.11395778603","1174.38957786961","1318.52923813102","1274.57681588156","1338.58283842917","1558.01221121636","0","0","40.2043366069167","7.61324165721761","780.060022722812","1538.80163747324","2130.13098977331","2406.94487251302","2748.10045929024","2541.80605068177","2432.00737062582","2467.45492850454","2394.41113529113","2866.84418949493","3285.94671148942","3750.69259129396","4041.06251366718","3955.9332044118","4516.06560329006","4895.45934921131","5121.66513062306","5217.77392354906","5769.16038642118","6492.79672390487","6554.73784891444","6412.5087495187","6309.54221475039","6645.92932498942","6808.10842159543","8597.29221957092","8739.11174442155","9042.43079921701","10477.9065233766","10715.738983608","8826.91501098157","9253.77552212162","9494.31552258911","7800.97067640287","8989.40167910061","8128.81431073657","11364.1792677952","9667.18482396259","9090.15833080717","9595.46839433753","10087.010466626","10383.5424891167","10508.5541142667","8804.58478345823","10596.64762231","11357.597774066","9963.81790962839","8715.94761416619","8914.38398505596","8701.02655736656","8423.85033982978","10186.1714736587","9065.14397362022","9763.09134054501","9134.48189196011","8971.01471545103","8929.73922424786","8558.97839109516","9165.17210826889","8828.09488438691","9052.50828734023","9382.59566337157","9883.23323781113","9516.68371618952","8954.09505408656","8753.05599812737","9449.30705406867","8989.79800603948","8556.14438907447","7750.35784463504"
"mli","CO2","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8513202719944","227.996435396526","140.984563034404","170.938915328244","188.059839912099","221.43452334499","235.637758177191","270.923377113867","295.548061075885","0","52.0505477660323","132.64348268497","129.162112684259","154.017745781473","195.383162057401","196.231892611652","221.733367296396","214.483091282434","252.751375343572","224.79161432984","184.014441538885","231.246898869872","268.283394899926","275.205287492456","324.664356207442","368.602349723491","402.937111575397","421.636344909502","493.460012122053","448.694898552388","495.293213593044","438.292918119626","425.8567601051","391.350383974481","424.664791115573","436.429935205946","431.671932072536","403.671121543191","390.042209282156","421.467092829771","471.065960749263","506.642539413278","538.404951947833","550.327536210661","571.063323042572","586.991119700114","596.224511726286","619.549551797795","654.541524907382","923.92698733309","916.403319096454","870.871267500094","914.063592428833","907.183739450705","879.472157153681","950.412314849151","997.349893846244","992.397695240788","1064.0890788414","1088.5331611117","1131.4750429542","1188.8199693752","1327.51545780091","1375.38911804674","1409.69245769619","1497.48147868642"
